text,label
Where a bonus scheme exists payments should be cleared by this board.,2
"At present, New Zealand and Australia have escaped the worst of the storm, as the quality of the assets in our banking systems has been higher.",3
Our water is New Zealand’s most important natural treasure.,4
The ambition of health and social care services working side by side cannot be achieved with the current inequality.,6
• Manage the move to digital television.,3
Schemes such as these can save people on low incomes the equivalent of up to two weeks’ rent.,4
Strengthen discipline at schools and encourage a culture of teaching and learning by ensuring that all educators and learners are at school during school hours;,4
not on the EU’s treaties,0
"In that divide, the Republican Party stands with the people.",1
"A Shorten Labor Government will deliver to the ABC the resources it needs to boost coverage of women’s sport, giving our female sports stars the recognition they so obviously deserve.",4
Teaching road safety and ensuring it is practiced in and around school property,4
improve access to affordable primary care,4
"and will consult and liaise locally over specific health needs and health-related Issues including water quality, transport and sewage systems, and noise pollution.",1
Support parents by extending paid parental leave to 18 weeks.,4
We’ve reformed the foreign trust disclosure rules to ensure they are fit for purpose,3
"end cronyism on State boards, and make Ministers and public servants accountable for their decisions.",2
"The school system remains highly centralised – with a centralised curriculum, and a centralised and bureaucratic remuneration system.",4
"Using a conservative analysis prepared by Infrastructure Partners Australia, a $10 billion infrastructure investment will directly create approximately 26,000 jobs",6
"Labor knows that increasing women’s participation and economic security requires action from all parts of the community and there is no area of Australian life, no sector of Australian community, that does not and will not benefit from the full and equal inclusion of women.",4
"We propose establishing community hubs, or health, welfare and education 'one stop shops' in all decile 1 to 4 primary and intermediate schools.",4
"This Ombudsman would have the power to adjudicate on rents that have the potential to cause a business to fail, without undertaking a costly court process.",3
- Expand private pensions and give people more control over their pensions.,1
Simplified benefit categories to increase the focus on work,4
We will defend the right of workers to collect their defined benefit pensions and make sure workers get priority and protection when pension plans are in distress.,6
"Where tribunals make findings against individuals and produce comprehensive reports, we will ensure the State acts on those findings within the Statute of Limitations available for criminal prosecutions.",2
This Fund will target projects such as large-scale solar.,4
We will deliver better government services by working in close co-operation with the State and Territory governments who are largely responsible for the delivery of government services.,2
English empowers.,4
Over the last four years our National Health Service has been put under intolerable strains.,4
"To improve access to support, the DA will: Offer rebates on loans to established farmers taking part in mentorship schemes.",6
Return to Privy Council,0
We will support pharmacies and village schools in rural areas.,6
"7. The EFF government will establish an independent state electricity economic research institute to prioritise research on energy security and support more than 100 years of energy infrastructure planning, which will report to Parliament.",3
 Irrigation taxes.,6
and those aged 65 and over and progressing to universal access by 2021.,6
Boost investment in New Zealand Trade and Enterprise by $69 million to expand the number of companies it works with.,3
"Democrats will additionally establish a Veterans Affairs Tribal Advisory Committee to foster improved collaboration and coordination between the federal government and Tribal Nations on meeting the unique needs of Native American veterans,",5
New Zealand First will:Ensure that all military veterans who meet the eligibility criteria receive a veteran’s pension.,4
and we will ensure that older people are not forced to sell the roofs over their heads to pay for their nursing home care.,4
We have also been consulting widely with business and various experts about confronting the challenges facing Australia.,3
"The DA has revived this bill, with amendments, as a Private Members Bill, to be introduced back to Parliament.",3
This is a hugely valuable agreement for New Zealand both strategically and economically,3
And we will share power and responsibility with people in their communities to help them help themselves and shape their services in response to their local circumstances.,2
We will give fire services the duty to co- ordinate the emergency response to floods locally.,2
with welfare reform a significant factor,4
Their civic service is vital to the health and vitality of regional Australia,6
"Fully funded PlunketLine for a 24-hour, seven-days service.",4
Establish a Crown Entity to hold all publicly owned water storage in trust for the people of New Zealand,3
"She’s already told us, during filming, what she thinks of people who drive all over the city one person to a car when they could catch the train, because she is going to inherit the consequences.",4
 the delisting of corporations that flagrantly and persistently violate the public interest.,3
The Green Party will amend the Residential Tenancies Act to provide tenants with the right of renewal on any tenancy.,3
"Microbreweries: The expansion of microbreweries, along with Ireland's resurgent whiskey industry, is providing very positive spillovers to the agricultural sector and creating local jobs.",3
"Access to health services like dental care, preventative health and mental health care should be getting easier for people",4
"To counter terrorism and youth radicalization in Canada through research and education, our Government launched the Kanishka Project in 2011.",5
Work to abolish the death penalty around the world,1
"gender-based violence and violence against children and the elderly,",5
- Create a strong framework for Britain's defence and security through NATO and European co-operation.,0
Part of the growth of the knowledge economy in Northern Ireland has been a specialism in the area of cybersecurity.,0
with spending at 40 percent of gross domestic product.,3
That is why the President banned torture without exception in his first week in office.,1
We will build on and strengthen the progress made in the Jordan agreement to include strong and enforceable labor and environmental standards in the core of new free trade agreements.,0
takes no account of peoplé s ability to pay.,6
"All countries including the UK agreed at Copenhagen in 2009 to recognise the need to limit the average temperature rise to below 2 degrees C, despite the fact that the UK’s climate change target means that there is an almost two-thirds (63%) chance of exceeding this 2 degrees C.",0
"Every year up to 15,000 seasonal migrant workers also help harvest our world class soft fruit and vegetables.",6
"Democrats believe more products in our homes, stores, workplaces, and communities should be stamped “Made in America”",3
By a lack of discipline.,5
The other parties are struggling with the idea of social welfare.,4
Lower the voting age to 16.,1
This will include offering additional tax incentives for small investors under R100 000.,3
This will amount to an almost doubling of current levels of investment.,3
as well as better planning for drought and other climate-related challenges.,4
"Over $2b has been invested since 2015 in publictransport, providing options for commuters",3
"In 2014, the Liberals tried to cut the indexation arrangement for every one of Victoria’s more than one million pensioners.",4
", 5,000 new nurses",4
We will include all homeowners whose houses have been built with the Mica Muscovite (weetabix) block and include them in any redress scheme -along with homeowners suffering with pyrite issues.,3
"Government, in an economy the size of New Zealand's, must accept that as one of the larger players in the economy and in the absence of other large players domestically, it has a crucial role in securing our key infrastructure.",3
Restore subsidies to public transport providers on the basis that all of the extra funding is used to reduce fares.,4
We will continue to examine demographic and technological challenges as they affect the NHS.,4
with the aim of delivering 500MW of locally owned renewable generation by 2020.,4
"and Buy Clean provisions,",3
"To ensure a long-term solution to crime and violence, the UDM believes that we, the citizens of South Africa, must commit ourselves to a concerted long-term effort to reform our society, so that we do not simply address the symptoms, but also eradicate the causes of crime and violence.",5
Crime fighting now starts in every community thanks to new statutory Crime and Disorder Partnerships.,5
Labour will improve mobile internet coverage and expand provision of free public wi-fi in city centres and on public transport.,3
"This is why we will: Implement the law without fear or favour,",5
"That’s why Democrats believe in improving and increasing opportunities for legal, permanent immigration.",5
* Local government to focus on core activities.,2
Establish rapid response teams to deal with maritime environmental emergencies.,4
Resist all attempts to downgrade the Irish Abroad Unit to unanswerable Agency Status,6
Work cooperatively with other countries to address problems of over-population and environmentally unsustainable lifestyles,4
and at the same time reduce the costs of gaining copyright.,3
They have outlawed alternatives to unions,6
We'll get there with strength of numbers to get on with the job of rebuilding our country.,5
Democrats are committed to following the rule of law,1
"We will facilitate island cooperatives and development companies in buying fishing licences and/or polyvalent 'tonnage', which could be leased out to island fishermen who wish to enter the industry or to expand their fishing operations.",6
"Encourage tertiary institutions to increase the availability of inter-disciplinary degrees to cover financial innovation, information systems and information technology, big data analysis and innovation technology.",4
"Going forward, we will continue working toward fair and equitable participation for Puerto Rico in federal programs.",4
The police must be properly equipped and well trained and they must be disciplined and caring enough to keep communities safe.,5
Many people have very practical worries:,4
"British business and jobs: We must protect support for domestic industries such as farming, tourism and the creative industries,",3
"Built 1,300 new prison places;",5
and deliver social justice,4
Maintain funding for Radio New Zealand.,4
"5) The EFF Government will work with Religious leaders, churches and all religious institutions in the moral regeneration of our society.",5
We will: Overhaul the Welfare of Animals Act to deliver greater numbers of successful prosecutions;,4
"But in respect of quality health care, education, municipal services and the like, the country must simply spend more.",2
- Give women greater opportunities to play a full role in work and in society.,6
"Scotland has a home to offer to those from many backgrounds and much to give on the world stage and yet we are living in the shadow our neighbour, who speaks for us but not of us.",5
• Work to extend the CER concept beyond New Zealand and Australia to include other Pacific nations.,3
What do we want for our children?,4
"We will fully enforce the Hong Kong Human Rights and Democracy Act, including by sanctioning officials, financial institutions, companies, and individuals responsible for undercutting Hong Kong’s autonomy.",1
"If elected to national government, the DA will: Establish one-stop border posts to expedite border crossing processes, reduce administrative burdens and costs, and enhance regional trade;",3
"In a community that is time short, ageing and sometimes does not treasure its older citizens in the way they deserve cultures do, there is an increased risk of social isolation with adverse consequences for the physical and mental health of older Australians. The Nationals will:",6
"We will scrap the Liberals’ cuts to the PBS, ensuring there will be no increase to the co-payments or safety net thresholds on top of regular indexation.",4
"What should we spend, and on what?",5
Our inward-looking economy must become an export oriented one.,3
ensure that environmental and social impact assessments are rigorously applied and implemented on all mining proposals and projects.,4
Irish society has grown increasingly diverse and parents are demanding a greater plurality of choice for their children’s education.,4
"1,100 day places are being provided and 800 extra residential care beds are being rolled out.",6
This is the moral challenge facing South Africa.,5
"A first principles review will: Rectify administrative, governance and process failings.",4
"Held the first ever education festivals in Auckland, Wellington and Christchurch to profile school best practice to the public.",4
and supporting devolution in Wales.,2
and create a new designation of national nature parks to protect up to one million acres of accessible green space valued by local communities.,4
It's a great deal for Canada that will significantly benefit our economy and Canadians' prosperity.,3
"Promoting equitable recognition, respect and support to all religious formations.",5
"The programme targets an increase in planting each year over the lifetime of the programme, commencing with 6,000 ha of new forests in year one, increasing to 8,290 ha in 2020.",4
"The Nationals will also support an increase to the Assistance for Isolated Children’s’ Allowance, and ensure that it is reviewed on a regular basis so that it can be adapted to changing needs.",6
"By seriously weakening work incentives, softening fraud recovery, and increasing benefit payments, the requirement to move from welfare to work has been dangerously undermined.",4
"Maori are the indigenous people of New Zealand, but the history and contribution of the many other ethnic groups in this country must also be reorganised.",5
We will upgrade hostels to meet the needs of the residents as part of a programme to eliminate the apartheid migrant labour system,4
establish working relationships with rural advocacy groups to ensure that rural and provincial views and issues are heard.,6
to ensure its improvement in certain key areas of operation while becoming more service oriented.,2
Open 13 more Trade Academies in 2012.,3
"While there is still work to do, the number of people starting treatment for cancer within 62 days of referral has risen from 84.5 per cent in 2007 to 94.2 per cent.",4
"and social care,",4
National will invest more in regional economic development priority areas to ensure businesses operating in rural New Zealand can benefit from the productivity improvements that better connectivity offers,3
Treaty settlements would lose the momentum they have had under National,5
and develop regional immigration programmes allowing regions to meet skill needs where positions cannot be filled within New Zealand;,5
Theresa May showed weakness and inconsistency on Stop and Search and this has cost lives.,5
"This is causing particular hardship to some families, including working widows and elderly people.",6
"The commitment to respect the right of other EU States to enter other military alliances, or to be neutral, as they choose.",0
"Over 750,000 people enjoy sea angling in the UK.",0
"The Constitution gives Congress authority to conduct the decennial census ""in such Manner as they shall by Law direct.”",1
"In addition, we will ask the UK government to conduct an early review of the current immigration detention system and regime, in order to deliver a fairer and more effective system as we move forward.",1
"Labour intends to increase wasteful government spending, putting pressure on interest rates and mortgage rates.",3
"Ensure a supply of affordable childcare premises by requiring housing developers to provide a monetary contribution or provide a site to local authorities for childcare facilities, the location and type of which will be decided in consultation with the County Childcare Committees.",4
and for getting the best use of healthcare resources.,4
We will require all new cars sold in Australia in volume to carry an Australian National Car Assessment Program (ANCAP) star safety rating.,3
unemployment,6
"The U.S. will continue to demand the complete, verifiable, and irreversible dismantlement of North Korea’s nuclear weapons programs with a full accounting of its proliferation activities.",0
"Introduced private sector expertise into the prison environment through the contract management of Mt Eden Corrections Facility, exposing our prison service to new ideas and innovation.",3
and with it our reliance on nuclear power.,3
"John Kerry, John Edwards and the Democratic Party believe in a stronger, more prosperous America for all our people.",6
"We want to make sure young people stay in education, work, or training and don’t drift away from school and onto welfare.",4
" Delivered little reform over nine years, other than a plan of inaction on water, which led to shortages and further deterioration of water quality.",2
Failure rates at universities and particularly colleges are so high that many are left stranded after spending time and money studying.,4
"We have a stake in bridging the gap between the pace of innovation and the development of rules of the road governing the most consequential domains of technology, from cyberspace to artificial intelligence to synthetic biology.",3
"We have begun the roll-out of the Housing Assistance Payment (HAP), in 18 local authorities, allowing families to work without losing their entitlement to housing support.",4
"We are also committed to building over 34,000 social, affordable and market houses on Crown land in Auckland over the next 10 years",3
net neutrality is important for an open internet.,1
We will continue to work with stakeholders on the further development of this initiative.,4
Homeownership is a key way to support Canadian families.,6
13. Privatisation. Sell state businesses where private firms can serve customers better,3
Ensure appropriate funding for NGOs working to assist operational and behavioural change in businesses.,3
"and partnering with hapū, iwi and Māori organisations",5
The withdrawal of New Zealand from free trade agreements that favour multinationals over local production or prevent support for locally owned businesses.,3
"The argument that HS2 is needed to provide extra capacity has just weeks ago been questioned by the House of Lords Economic Affairs Committee, which concluded that: ‘the Government has not made a convincing case for why this particular project should go ahead.’",3
To help achieve better work-life balance we will:,6
"But unlike the current Government, which would extend free healthcare just to age 13, the Green Party will take it right through until a young person's 18th birthday - ensuring that both the critical periods of early childhood and adolescence are covered.",4
"We will consider carefully the results of the first year review and work with other parties, in Scotland and at Westminster, to ensure effective regulation of the media on a nonpolitical basis.",2
• Created 2000 jobs during the recession through state housing upgrades.,6
Alternative forms of energy are part of our action agenda to power the homes and workplaces of the nation.,3
"Transform prisons into places of rehabilitation, recovery, learning and work, with suitable treatment, education or work available to all prisoners;",5
Regulated mobile termination rates to encourage more competition among mobile phone companies.,3
Car accidents alone cause horrendous injuries that can change for ever the lives of those hurt and their families.,4
The communications regulator ComReg will have the ability to impose much greater financial penalties on telecom operators.,3
"• Carry out research into the nature, incidence and needs of people with disabilities in New Zealand.",6
New allowance to replace Baby Bonus,5
"promote coast-guard type developments of the Naval Services and the Air Corps, with emphasis on fishery protection, search and rescue, policing duties e.g. rug interdiction;",0
Our first urgent task will be to address the immediate funding crisis.,4
"There has been a dramatic increase in the number of homes covered by flood insurance, more than 78 per cent compared to just 3 per cent in 2006.",3
We will remove the spouse’s means from the means test for the Carers Allowance payment.,4
"Health Savings Accounts allow people to save, earn interest, and spend tax free on their health care needs.",3
"Discourage unsustainable “one-off housing” sprawl, favouring villages or other traditional housing clusters in rural areas through a new National Spatial Plan",2
"We will keep clear records of the decisions made by ministers personally, so that there can be no subsequent conflict, confusion or denial of responsibility on such basic matters.",2
"the Queen and her successors will remain as Head of State of Scotland, as defined within the written Constitution,",1
Establish an ICT advisory service to provide schools with high quality ICT advice and support.,4
With the $69 million announced in Budget 2014 NZTE will intensively engage with 700 companies by June 2016.,3
It will increasingly determine Australians employment prospects and the opportunities available to them in the workplace.,3
"Our vision for a more equal health system involves the rollout of a fully functioning system of primary care, free at the point of access.",4
All authorities making decisions under resource management legislation should be required to provide a written statement explaining the basis of their decisions.,4
"The UK has been a leader in international trade for centuries, long before the European Union.",0
The Greens plan for a confident Australia includes a commitment to: Pursue an independent foreign policy that puts the needs of Australians first,5
The Nationals will ensure that our regional roads are safer.,3
The current target of eighteen weeks between referral and first appointment is far too long.,4
Promote personnel exchanges,5
100 years on from the founding commitment to “cherish all children of the nation equally” we will ensure the SNA role is developed into that of an Edu-Carer helping the child to develop and thrive.,4
and prevent disproportionate police responses to protest.,5
"We will also ensure that there is careful monitoring of the performance of the institutions in this area (such as Microfinance Ireland and the SBCI) so that we continually update our knowledge on the needs of enterprise, as they emerge, as we move to deliver this ambitious target.",3
The Green Party affirms that:Structural discrimination against women must be undone.,4
Place a cap on the amount of water that can be returned to theenvironment through buybacks;,4
-We will make the Living Wage mandatory across all government departments.,3
"We will: Ensure teachers, social workers, police officers and health workers in areas where there is high prevalence of female genital mutilation or forced marriage are trained to help those at risk.",5
"repairs and the construction of new units,",4
Social justice and environmental protection play a central role in economic growth and development.,3
to free up cash for investment in Scotland’s housing.,4
The Coalition will always be resolute in protecting our borders and we will stick to the policies that work.,5
"And we have launched the largest, longest-running infrastructure program in Canadian history.",3
along with faster approval processes.,2
Labor’s Regional Innovation Fund will kick-start a range of initiatives to expand the role of the Central Coast region in the national innovation and jobs effort.,3
so that they can see how it is both aware of and vindicating their rights.,5
"Freed frontline officers from paperwork by providing smartphones and tablets, allowing more time on the beat and delivering over 500,000 extra frontline hours a year - equivalent to 354 extra officers.",5
We’re using healthcare dollars more efficiently,2
"and $110 million to provide, with the states a national system of diverting drug users into compulsory expert assessment and onto education and treatment as an alternative to being caught up in the criminal justice system.",4
"We are committed to supporting a sustainable increase in the annual housing output,",3
Only one in four children and young people are able to receive help from a mental health professional.,4
We will devolve as many powers as possible to schools and give them more control over their budgets.,2
2. Good teachers are paramount The quality of education is almost entirely dependent on the quality of teaching.,4
as well as the policy direction of expropriation without compensation.,3
Yet the challenges still facing our country are immense.,5
we've continued to increase transfer payments to the provinces and territories for health care and education as we promised.,2
"We will oppose in all its forms the ‘hostile environment’ of the UK immigration system,",5
Labour’s fiscal strategy provides for a €500 million Jobs Fund to finance a series of pro-jobs initiatives that involve elements of current expenditure.,3
"This includes nations in the Pacific which have contributed little carbon pollution to the atmosphere, but are feeling climate change in their everyday lives already.",0
"In the 1990s, the EU and our government promoted diesel vehicles, claiming they were more env ronmentally friendly because they produced less carbon dioxide.",2
"We propose no increases in income tax for people earning less than €100,000.",6
-• recognize the importance of families and good parenting to children in policies that protect and strengthen the family;,5
deporting veterans who have fought to defend our freedoms;,5
Require annual benefit reapplication to reduce fraud,4
The Labour government put a cap on the number of Ngā Kura Kaupapa that could be opened shutting off parents ongoing access to Te Reo after Kohanga.,5
"They lack access to resources, employment opportunities, advancement and academic achievement.",4
"This would relieve the burden of debt servicing from councils,",3
"The Irish language is a key part of our artistic tradition, and this will also be supported by Labour in government.",4
Pursue measures to provide full employment (with full employment the unemployment benefit would not be needed).,6
CND estimate the cost may even be as high as £205 billion.,0
"We will revitalize and expand the Obama-Biden Administration’s Global Health Security Agenda,",0
"Modelling shows that an extra 30 percent or 12,000 children could eventually be enrolled, taking the total to over 50,000.",4
charged with the remit of delivering efficiency and overseeing internal audit and efficiency benchmarks.,2
and is grossly unfair.,4
it would give the green light to deregulation undermining UK manufacturing;,3
Overloading by heavy duty vehicles is destroying our roads.,3
The ANC concentrates on equality of outcomes.,4
"This means long commutes, less time and higher transport costs.",4
"We can encourage higher private ownership of this smart green technology by adopting a clear deployment strategy for electric vehicles — including plug-in hybrids, battery electric, and fuel cell electric vehicles.",3
"We will work to end the “American-style” attack politics that is slowly becoming the norm in Canada, slashing the budget of the Prime Minister's Office (PMO) by 50 percent.",1
"Terminating all current negotiations for free trade and investment agreements, including the Trans-Pacific Partnership Agreement.",3
Careful implementation of our aquaculture reforms is an important step to help the industry reach its $1 billion target by 2025.,6
We will make sure people are treated equally at work by: Requiring employers to devise and implement plans to eradicate the gender pay gap –,4
"In President George Bush's America, unfortunately, too often you need special privileges if you want opportunity.",2
"We pledge to continue this close association and to advance mutually beneficial trade agreements throughout Latin America, promoting economic development and social stability there while opening markets to our goods and services.",0
Reduced the waiting times for these appointments.,4
National is committed to supporting students,4
This will create a long-term crisis in Australia’s ability to maintain a first world standard of workmanship on critical specialist services.,3
"3,000 new, affordable homes a year are on the way;",4
"moving from grievance to development mode in respect of Treaty of Waitangi claims,",6
"Despite reform, the Common Fisheries Policy has failed to deliver the economic or environmental objectives necessary",6
"SNP MPs will call for the UK government to redouble its efforts to tackle the international development challenges stemming from climate change,",4
"Disaster relief, like drought relief, must be properly managed and must be used to assist all food producers during natural disasters.",6
Making these increased English language teaching resources available to the parents of students,4
The Greens oppose foreign ownership by wholly owned subsidiaries of foreign governments,6
encourage efficient alternative-fueled vehicles;,4
"After decades of under investment in our health system, we now have one of the highest levels of public capital spending in the developed world.",4
reverse teaching cuts in second level.,4
Rolling out the Deadly Choices program to help Indigenous Australians make healthy lifestyle choices.,5
They have made no secret they want us all to pay more to see the doctor and the indexation freeze will ensure this happens.,4
Provide adequate funding for the National Education Welfare Board to increase the number of Educational Welfare Officers to combat school absenteeism and low attendance.,4
"We will amend laws so that registered organisations and their officials have to play by similar rules, to make similar disclosures and be subject to similar penalties as companies and their directors.",6
"Pacific Alliance (Chile, Colombia, Mexico and Peru)",3
Increase funding to the Green Climate Fund by €13m to ensure Ireland fulfils its obligations to climate justice.,4
Ensure adequate facilities to enable agricultural colleges and local training centres to achieve best educational practice,4
"1. A new top tax rate of 40 percent above $140,000",4
We can cut 3. 7 Mt from other combustion of fossil fuels.,4
Reverse the damage to universities and academics by changing the country’s course away from a hard Brexit.,0
"We have identified a series of distortions, loopholes and excessive reliefs that should be removed.",4
UnitedFuture believes that if this trend continues New Zealanders may be shut out from interacting with and enjoying the environmental diversity and recreational opportunities that this country has to offer.,4
"It allowed all of us, whether we were rich, or poor, to be all we were capable of being.",4
"We will: Increase our Early Years Pupil Premium to £1,000 per pupil per year.",4
"Unfortunately hate crimes and racist attacks occur much too often, threatening any attempts to build a fully inclusive and shared society.",5
"Step up measures in the fight against corruption within society, the state and private sector, including measures to to ensure politicians do not tamper with the adjudication of tenders.",5
"a more humane world,",0
These measures will significantly reduce the cost burden on families and prevent those who fall seriously ill from experiencing significant charges for their medication.,4
"For more details, see our 21st Century Schools policy.",4
"Today, our people compete with workers on every continent.",0
"Hywel Williams protected Bangor University international student Shiromini Satkunarajah from deportation by securing 171,000 signatures on a petition and putting pressure on the Home Office to release her.",5
"We believe that shale energy has the potential to do the same thing in Britain, and could play a crucial role in rebalancing our economy.",3
and back our ability to take on the world and win.,5
"Each consortium would receive seed funding of up to $500,000 per year for three years, which must be matched at least dollar-for-dollar with funding from the consortium or other sources.",3
It’s simply not good enough.,3
"Public bike schemes link up existing infrastructure, are environmentally friendly, and are in line with our vision for a ""Healthy Ireland"".",4
"Thousands of young people cannot afford to buy a home from their own resources, especially in the cities.",4
The Māori Party will advocate for greater acceleration in the identification of Crown land by LINZ.,2
Supporting businesses with expert advice through Business Mentors NZ,3
"While other political parties have offered only minor tweaks to address child poverty and inequality, we will make the major changes needed to deal with these challenges",4
skills development and,3
"Devolved administrations in Edinburgh, Cardiff and Belfast exercise greater powers than equivalent governments elsewhere in the democratic world.",2
"We have made signficant progress in meeting the NDP goal of graduating at least 5,000 doctoral graduates annually by 2030.",3
This dependency worked because government saw that it had a role to play in supporting the development of civil society.,4
Our standards for rented housing are among the lowest in the developed world. 2,3
"This will include supporting more people to remain at home at the end of their life, including those who are terminally ill with the greatest care needs.",4
It's not like the oil found in New Zealand's deep seas will be used to fuel our cars and industries.,3
"While the best Malcolm Turnbull will do it take selfies on public transport, Labor will actually build it.",3
"We will improve co operation between police forces and work more closely with Britain's European partners to combat international crime, terrorism, drug trafficking and fraud.",5
 Have education agencies actively engaging when schools are identified as potentially failing students.,4
Invest 6€ million under the NDP to address the public good aspect of the agri-food,4
"We will enact a uniquely American reform of the health care system to control costs and make health care affordable; ensure quality and choice of health care providers; cover all Americans regardless of preexisting conditions; squeeze out waste, bureaucracy and abuse;",4
• Consider ways of attracting expatriate New Zealanders with relevant business skills to return home.,3
We have delivered unprecedented level funding for arts and culture and will continue to confirm our support for the arts and culture via significant funding over the lifetime of the next government.,4
We will ensure the Electoral Register is accurate and up to date through the automatic registration of all individuals when they turn 17 years of age,2
We will give employees new rights to consultation and participation in decisions and give companies and their employees access to advice on the forms of partnership which best suit them.,6
. This will seek to overcome health and wealth inequalities evident in contemporary Irish society .,4
ensuring a fair price for solar,3
The latter poses the risk of an increased reliance on an exploited immigrant workforce,6
"500,000 New Zealanders receive some form of retirement income.",4
